server01_TS1	0.4954110383987427
server02_TS1	0.47995591163635254
server03_TS1	0.5850377082824707
server04_TS1	0.49677756428718567
server05_TS1	0.4328754246234894
server06_TS1	0.3648790717124939
server07_TS1	0.5046327114105225
server08_TS1	0.5504143834114075
server09_TS1	0.3925468325614929
server10_TS1	0.691617488861084
server11_TS1	0.5425797700881958
server12_TS1	0.42950740456581116
server13_TS1	0.4404868483543396
server14_TS1	0.40435510873794556
server15_TS1	0.5014947056770325
server16_TS1	0.32407721877098083
server17_TS1	0.44538334012031555
server18_TS1	0.42457669973373413
server19_TS1	0.34718137979507446
server20_TS1	0.36992329359054565
